timestamp,nodes_intersect_rate,edges_intersect_rate,sampled_nodes_intersect_rate_mean,sampled_edges_intersect_rate_mean,sampled_nodes_intersect_rate_std,sampled_edges_intersect_rate_std
20190121,0.9973614775725593,0.9920627137455617,0.9995,0.9984844361987218,0.0021794494717703385,0.005735072786943095
20190123,0.9852700490998363,0.9928238650328773,0.9963000000000001,0.994645935793874,0.006878226515607063,0.004889989319170626
20190128,0.9526578073089701,0.967150058350869,0.9838000000000001,0.9648319726905907,0.012310970717209926,0.015490609764703116
20190129,0.9921602787456446,0.9816908427983108,0.9974000000000001,0.9829772991858411,0.005219195340279961,0.011169887955587102
20190130,0.9446883230904302,0.9663698452494165,0.9791000000000001,0.9503793048259567,0.014635231463834122,0.018726659201056366
20190220,0.8187732342007435,0.856428645134661,0.9027000000000001,0.8482813061575791,0.02505414137423193,0.026111963247538603
20190225,0.9934312210200927,0.9912396121359612,0.9965999999999999,0.9996083800343005,0.005868560300448489,0.0013509201899659477
20190226,0.9993364299933643,0.9933715817566665,0.9998,1.0,0.001400000000000001,0.0
20190227,0.9993487463366981,0.9928784841305345,0.9999000000000001,0.9997696969696969,0.0009949874371066212,0.0013612084633762992
20190228,0.9987208186760473,0.9935524142241553,0.9999000000000001,0.9999151515151514,0.000994987437106621,0.00037597473902818154
20190303,0.9873617693522907,0.9900642253521127,0.9991,0.9992089466089467,0.0028618176042508403,0.0018868210196807558
20190304,0.9981998199819982,0.9892323978397198,0.9998,0.9995917955060815,0.001400000000000001,0.0007210971560334013
20190306,0.9967397747480735,0.9866435010382609,0.9997,0.9968817975675118,0.0017058722109231995,0.006207069792381615
20190311,0.9795454545454545,0.9660973225986886,0.9917,0.9829234457450586,0.008130805618141423,0.012156176372746833
20190312,0.9939323894828085,0.9866928257944102,0.9987,0.9972033395176251,0.0033630343441600503,0.008087151285850148
20190313,0.993606509735542,0.9819731781455334,0.9976,0.9947392702535559,0.004270831300812529,0.004228315802763031
20190314,0.9964943032427696,0.9856577520889377,0.9993,0.9932407338693053,0.0025514701644346167,0.009558261882586891
20190317,0.9803864168618267,0.9721350869551103,0.9951000000000001,0.9885023856277907,0.006854925236645552,0.006342439999103961
20190318,0.993452380952381,0.9888145209233294,0.9993000000000001,0.997990244545178,0.002917190429162967,0.002616783391679632
20190428,0.868122009569378,0.9375400765338644,0.9398999999999998,0.9364736712969146,0.025159292517874958,0.0135406568343885
20190429,1.0,0.9946017976466406,1.0,0.9987979797979797,0.0,0.011332284472252943
20190501,0.9970993473531544,0.9937569291361726,0.9998,0.9996502164502165,0.001400000000000001,0.0007956713620477791
20190506,0.9860004827419744,0.9885042024463021,0.9986,0.9967053688579461,0.003746998799039042,0.0030960142512077527
20190507,0.9987789987789988,0.9950367166726162,0.9998,0.9982925582354154,0.001400000000000001,0.011322531017967536
20190508,0.997799511002445,0.9947898198730607,0.9995,0.9989549783549784,0.0021794494717703385,0.001296758102275079
20190509,0.9968152866242038,0.9944689359289716,0.9998,0.9991574108431251,0.001400000000000001,0.0008661199665220597
20190617,0.9051597051597051,0.9081360407282573,0.9634999999999999,0.9063895238202372,0.0188878267675241,0.025523877731141738
20190618,0.9981416957026713,0.9911612796420698,0.9997,0.999979797979798,0.0017058722109231997,8.805856451597376e-05
20190619,0.9995349918623576,0.9913943214688105,0.9999000000000001,0.9998525252525252,0.000994987437106621,0.0006867825257902607
20190620,1.0,0.9909565537341115,1.0,0.9980242424242424,0.0,0.012036253775933675
20190623,0.9965485503911643,0.9900361697691544,0.9998999999999999,0.9987490826633683,0.0009949874371066208,0.0016876833857794181
20190624,0.9972305561966305,0.9925697712292251,0.9998,0.9991130900845185,0.001400000000000001,0.004068771730579667
20190626,0.9921350913717326,0.9922055248936015,0.9989,0.9977069119047549,0.0063079315151640695,0.002528339655195986
20190715,0.9398601398601398,0.9130686829846467,0.9733999999999999,0.9372687489093208,0.016865349092147496,0.017983989186290038
20190716,1.0,0.9951946993244343,1.0,0.9999737373737375,0.0,0.00013895407102236572
20190717,0.9986301369863013,0.996005333053945,1.0,0.9998969696969696,0.0,0.0008277874843047107
20190718,0.9995444191343964,0.9961274080064598,0.9999000000000001,0.9987818181818181,0.0009949874371066212,0.011335492151112262
20190721,0.993416572077185,0.9936110733873074,0.9995,0.9993290455576171,0.0021794494717703385,0.0017477294343912196
20190722,0.99909338168631,0.9942587419700633,0.9998,0.9994159554730984,0.001400000000000001,0.003988568038869811
20190724,0.9966071024655055,0.9966549586957832,0.9998,0.9997212121212121,0.001400000000000001,0.0006283964949632994
20190729,0.9959422903516681,0.9951088191401734,0.9992,0.9990013579939944,0.0030594117081556736,0.0025147494885708536
20190730,0.9970949720670391,0.9915196105176081,0.9994,0.9966630734018069,0.0027640549922170526,0.002913530928643943
20190731,0.9950816007154035,0.9894728870421746,0.9990000000000001,0.9962349618635333,0.0030000000000000027,0.0038588425782247844
20190801,0.9984336540613112,0.9944225018641062,0.9997,0.999272067614925,0.0017058722109231995,0.0016767636035744898
20190804,0.993510852539718,0.9885570973090685,0.9986000000000002,0.9934331478045765,0.0034698703145794986,0.004862830964673325
20190805,0.9986984815618222,0.9961571732106115,0.9987999999999999,0.9987667285095857,0.0032496153618543867,0.005546510211641149
20190807,0.991129381220251,0.9923605093756345,0.9983,0.9967325241155506,0.004910193478876371,0.0037326538878450118
20190812,0.9890015095967221,0.9923275094985877,0.9963000000000001,0.994965543930787,0.006108191221630185,0.004420766601640063
20190813,0.9991414466623739,0.9967650109373132,0.9998,0.9990178519892805,0.001400000000000001,0.00309150995067244
20190814,0.9957228400342173,0.9974426124220713,0.9994,0.9981473098330242,0.0023748684174075855,0.0047484107274971005
20190815,0.9961406518010292,0.9826547553898929,0.9995,0.9846204493918781,0.0021794494717703385,0.007534649144280991
20190818,0.9868873602751504,0.9927732055091211,0.9969999999999999,0.9980064972255692,0.005385164807134509,0.0021914768474928536
20190819,0.9974076474400518,0.99787969935537,0.9997,0.9992928880643166,0.0017058722109231995,0.0011819301287758067
20190821,0.9937310851707739,0.9940415978710905,0.9967000000000001,0.9962505528140653,0.006173329733620267,0.004483706539287088
20190826,0.991104361032762,0.9946680231325234,0.9975,0.9967225290739455,0.006062177826491076,0.0044899961149168785
20190827,0.9959051724137931,0.9963244214488534,0.9994,0.9988479488765204,0.0023748684174075855,0.001721696819503114
20190828,0.9984968864075585,0.9964833690676917,0.9999000000000001,0.9991552257266543,0.000994987437106621,0.004001837846127281
20190829,0.997428204029147,0.9967688847993139,0.9991,0.9993486678270185,0.003192177939902476,0.001013239692432585
20190901,0.9944325481798715,0.9945923614461899,0.9990000000000001,0.9979866381041638,0.003316624790355402,0.002235487014708965
20190902,0.9967776584317938,0.9952638239513569,0.9992,0.9991430220573078,0.0027129319932501094,0.0012852325531224828
20190904,0.9961298645452591,0.9920277934037078,0.9982,0.997283347253303,0.00477074417675063,0.002604870400993479
20190909,0.9889830508474576,0.9909633704092748,0.995,0.9969427360072425,0.006082762530298225,0.0022431270909976774
20190910,0.9972608512431521,0.9980730965957445,0.9995,0.9994382601525459,0.0021794494717703385,0.001144751223124556
20190911,0.9989469250210615,0.9985209396021734,0.9998,0.9996,0.0019899748742132416,0.0011834935892553824
20190912,0.9897188417960554,0.9920246782117197,0.9980000000000001,0.9950831032819251,0.004242640687119289,0.005355757395959358
20190915,0.9883868243243243,0.9887324097962851,0.9986,0.9958440419341744,0.004004996878900161,0.004406731678969557
20190916,0.9993638676844784,0.998137849397523,1.0,0.9998909090909092,0.0,0.0004910545571566138
20190918,0.996616620850074,0.9961684384880601,0.9994,0.9974619253762111,0.002374868417407586,0.0049913489988219996
20190923,0.9917738873655347,0.9904510936476858,0.9976,0.9939496845161057,0.004715930449020642,0.0055620385432148004
20190924,0.997268333683547,0.9958115913261991,0.9990000000000001,0.9991479694908268,0.0030000000000000027,0.001750596627099378
20190925,0.996640067198656,0.9943247200126822,0.9986,0.9984437350572845,0.004247352116319063,0.0018902222435201303
20190926,0.9960109174889775,0.9948894243367078,0.9987999999999999,0.9984195011337867,0.0032496153618543867,0.0023020961869810778
20190929,0.9955826672275978,0.9932128850525054,0.9987,0.9975008983162148,0.003912799509302774,0.002542664470451219
20190930,0.9981120201384519,0.9959553421991865,0.9994,0.999183055040198,0.0023748684174075855,0.0020267335484796846
20191002,0.9913901721965561,0.9949746714104668,0.9979999999999998,0.9983592295774919,0.004472135954999583,0.0029051674299127124
20191007,0.987117212249208,0.9860318853900918,0.9973000000000001,0.9917827417877492,0.004869291529575944,0.004399207127753812
20191008,0.9949066213921901,0.995058312477108,0.9991,0.9966178604900254,0.0034914180500192214,0.003368589402942255
20191009,0.9987206823027719,0.9973505564487938,0.9994,0.9967430161067865,0.0027640549922170526,0.004047923178521171
20191010,0.9974397269042031,0.997511595605683,0.9993,0.998921459492888,0.0025514701644346167,0.0015532889530706225
20191013,0.9626068376068376,0.994114394308278,0.9808,0.9901925192517284,0.08230042527229128,0.009037974473132393
20191014,0.997348652231551,0.9982038792869435,0.9998,0.9988079571222427,0.001400000000000001,0.0025117740179073033
20191016,0.994939493949395,0.9961916383918147,0.9987,0.9976854052836381,0.003648287269390943,0.002961351982800745
20191021,0.9859154929577465,0.9896065069245988,0.9958999999999999,0.9934789666908379,0.00722426466846281,0.004714600946221889
20191022,0.999351771823682,0.9972295894510428,0.9999000000000001,0.9998937538651824,0.0009949874371066212,0.0007162514478063147
20191023,0.9993527508090615,0.9972411275070869,1.0,0.999909090909091,0.0,0.0003761863525158827
20191024,0.999569151227919,0.9973411332703986,0.9999000000000001,0.9999353535353535,0.000994987437106621,0.00021922682773738378
20191027,0.9987099548484197,0.9961431303885055,0.9999000000000001,0.9997474747474747,0.000994987437106621,0.0013143351125503848
20191028,0.9993584260051326,0.9956924286706789,1.0,0.9993313131313131,0.0,0.0016374095672149578
20191030,0.9957283212302435,0.9920134680915629,0.9994,0.9949729952587094,0.0023748684174075855,0.003898619316498144
20191104,0.9910352187833511,0.9912663808137093,0.9985,0.995211805834486,0.0038405728739343077,0.0034095099075834015
20191105,0.9895500106632544,0.9913399142205143,0.9983999999999998,0.9960268410488219,0.004630334761116094,0.0030986308958155626
20191106,0.9976349172221027,0.9963927459098646,0.9999000000000001,0.9990807256235829,0.0009949874371066212,0.0012454252146672875
20191107,0.9987102321582115,0.9975697696132697,0.9999000000000001,0.9992503401360544,0.000994987437106621,0.004071228076250221
20191110,0.9963503649635036,0.9946097006441834,0.9993000000000001,0.9984139764996907,0.002551470164434617,0.0030756010997213287
20191111,0.9989258861439313,0.9959705521131842,0.9999000000000001,0.9997716347144919,0.0009949874371066212,0.0005052050954199743
20191113,0.9922580645161291,0.9891803295016975,0.9979,0.9972248557529853,0.005156549233741499,0.002702785859289638
20191118,0.9512353706111834,0.9303544973314201,0.9908,0.9569540172925809,0.009967948635501699,0.015047615810962823
20200127,0.746639325586694,0.8163576158693644,0.9329,0.8968185342784974,0.023464654269773483,0.023256460892505822
20200128,0.9982859941234085,0.9939087193699884,0.9996,0.9989262007833436,0.001959591794226545,0.0025587586679092
20200129,0.9985301322880941,0.9949017742644358,1.0,0.9994040404040403,0.0,0.00182923129591802
20200130,0.987279843444227,0.9910293111685046,0.9982,0.9970018247652906,0.00829216497665115,0.004617074869282008
20200202,0.9904035433070866,0.9810665201338552,0.9975000000000002,0.992670938716005,0.004974937185533105,0.005416821698011886
20200203,0.9978934063619128,0.9953032909413531,0.9983,0.999209523809524,0.003756327994198594,0.0015278681773374626
20200205,0.9934893184130213,0.9955439043381619,0.9983,0.9991950113378687,0.0037563279941985935,0.0021082384317935316
20200210,0.9793731041456016,0.9853671284103587,0.9932,0.9897192040327534,0.008109253973085323,0.008114488960846596
20200211,0.9963760821421381,0.996251825205618,0.9995,0.9990967635539063,0.0021794494717703385,0.0020374833891712123
20200212,0.9995973424602376,0.9967615370445658,0.9997,0.9999777777777777,0.0017058722109231995,0.00022110831935702804
20200213,0.9997998799279568,0.9965622948809498,0.9999000000000001,0.9999675118532261,0.0009949874371066212,0.00021765137167156613
20200216,0.9980059820538385,0.9963520093016496,0.9999000000000001,0.9997433931148219,0.0009949874371066212,0.0007294298514182198
20200217,0.9984148999405588,0.9962292530331693,0.9999000000000001,0.9992860441146156,0.0009949874371066212,0.0039972707671682315
20200219,0.9986190570132176,0.996365635181251,0.9998,0.9998462997320141,0.001400000000000001,0.00030152865431280453
20200224,0.9773175542406312,0.9882323226356546,0.9926999999999999,0.9931460683523645,0.008228608630868288,0.007182486556856041
20200225,0.9980127186009539,0.9946544703404602,0.9998,0.9994821686250259,0.001400000000000001,0.0011732095616947874
20200226,0.9986100079428117,0.9935006239862892,0.9996,0.9985710987425275,0.0019595917942265445,0.005035671667391758
20200227,0.9988104678826328,0.9932058936951119,0.9998,0.9968572665429808,0.001400000000000001,0.004727471777348151
20200301,0.9902951079421668,0.9881165033006601,0.9978,0.9963931505248147,0.005015974481593786,0.0032485327481794318
20200302,0.997823075400752,0.9898500679985405,0.9995,0.9971588126159555,0.0021794494717703385,0.005655963081368257
20200304,0.9978427142576975,0.990036571208148,0.9997,0.9986423005565862,0.0017058722109231995,0.0030954309875133273
20200309,0.9886229894076108,0.9888175406432997,0.9973000000000001,0.9954736675082405,0.0056311632901204405,0.0036897564934198967
20200310,0.9988253719655442,0.9936647805278109,1.0,0.9990646464646463,0.0,0.0018284011346286473
20200311,0.9978456717587152,0.9934750536816582,0.9997,0.9959094619666047,0.0017058722109231995,0.0061654445357622505
20200312,0.9970582467150422,0.9930718909532137,0.9987,0.9990691816120386,0.0033630343441600507,0.0015740524784509178
20200315,0.9884040880503144,0.9897761638028473,0.9984999999999999,0.9941383231111877,0.004769696007084732,0.005295905188222767
20200316,0.9972255251684503,0.9947114061341148,0.9986999999999999,0.9971567035811512,0.003648287269390943,0.003916767429931431
20200318,0.9966436327739387,0.9927968694901838,0.9986,0.9976319934034221,0.0034698703145794978,0.0043352716270483975
20200323,0.9372170832513285,0.9481292289718163,0.9880000000000001,0.9673499330828718,0.010198039027185577,0.012606459555482336
20200324,1.0,0.9939427426710341,1.0,0.9996888888888887,0.0,0.001636094253921052
20200325,0.9997945346209164,0.993925338855215,1.0,0.9996626262626261,0.0,0.0011342152531083555
20200326,1.0,0.9941973454491912,1.0,0.9998767676767676,0.0,0.00019564694416876474
20200329,1.0,0.992964105639824,1.0,0.9999858585858585,0.0,0.0001407052941362906
20200330,0.9998074701578745,0.9936470720185434,1.0,0.9997696969696969,0.0,0.0005869164952101489
20200401,0.996742671009772,0.9912714564621404,0.9998,0.9981601319315605,0.001400000000000001,0.003160329578680446
20200406,0.9885013415101571,0.9864444876026539,0.9967999999999999,0.9872704605491056,0.005635601121442154,0.007938046969269374
20200407,0.9994248466257669,0.9944089389843769,0.9999000000000001,0.9999050505050505,0.0009949874371066212,0.0003225434578721164
20200408,0.9996168582375479,0.9942544176823227,0.9999000000000001,0.9997131313131313,0.000994987437106621,0.00144361210743855
20200409,0.9982768523836876,0.9919031902996043,0.9999000000000001,0.9985304061018347,0.000994987437106621,0.0031136770545071644
20200412,0.9967495219885277,0.9924998590365105,0.9995,0.9993389404246545,0.002179449471770338,0.0012060024218997275
20200413,0.9984770607272035,0.9924397141151465,0.9996,0.9996441146155434,0.0019595917942265445,0.0007201962185881667
20200415,0.9941031006277344,0.9905191744626152,0.9987,0.9979209702750205,0.003648287269390943,0.0027487199808715838
20200420,0.9944645924794808,0.9915692941015642,0.9994,0.9984781694495979,0.0023748684174075855,0.0025268664735033936
20200421,0.9975346102787787,0.9935679338768882,0.9997,0.9989594310451454,0.0017058722109231995,0.004125496164621583
20200422,0.9994380970219142,0.9945841512233574,0.9998,0.9999111111111111,0.001400000000000001,0.0005857331805873209
20200423,0.9992545657845695,0.9934426325317312,1.0,0.9997171717171718,0.0,0.0004890391287640519
20200426,0.9869500372856077,0.9884086094706632,0.9971000000000001,0.9958216467217941,0.004752893855326463,0.004131464204164135
20200427,0.9990754437869822,0.9881830976428346,0.9997,0.9983979797979796,0.0017058722109231995,0.004604044836249817
20200429,0.9972355326207151,0.9876971364212901,0.9993,0.9987224902082045,0.0025514701644346167,0.0021389667303822373
20200504,0.9906232763375621,0.9837620166451474,0.9973000000000001,0.9950210963516929,0.0056311632901204405,0.0051311979102019655
20200505,0.99945295404814,0.9893374857004356,1.0,0.999939393939394,0.0,0.00019482122749480842
20200506,0.990330231709542,0.9848904308936499,0.9985,0.9959644609358895,0.0035707142142714287,0.003623044107814028
20200507,1.0,0.9897102894397837,1.0,0.9972363636363636,0.0,0.027010832020206894
20200510,0.9937785910338518,0.9833419971902654,0.9990000000000001,0.9936905044554531,0.0033166247903554024,0.026249259018295855
20200511,0.9956725567976921,0.9847803792322765,0.9991,0.9964119562976707,0.00286181760425084,0.005056948559359124
20200513,0.9902614968440036,0.9817065779770773,0.9982,0.9882132794386106,0.004331281565541547,0.039723521966649175
20200518,0.99001271109497,0.9884875768417972,0.9976,0.9963472456524002,0.005122499389946284,0.0039746124050828125
20200519,1.0,0.9948856083700942,1.0,0.9999919191919191,0.0,4.8820387772099604e-05
20200520,0.9996375498368975,0.9949056466082021,0.9999000000000001,0.9999555555555556,0.0009949874371066212,0.00013271973903561168
20200521,0.9994570135746607,0.9941983724058829,1.0,0.9997575757575757,0.0,0.0009834877935061047
20200524,0.9856296030177834,0.982382379828476,0.9958,0.987992607167828,0.006508456038109199,0.009181396315024175
20200525,0.9940796555435952,0.9916623503036439,0.9984000000000002,0.9972796094757803,0.003929376540877704,0.0031628767229568257
20200527,0.9985645074466176,0.9920247154244686,0.9998,0.9994769325912184,0.001400000000000001,0.0013019115470272933
20200601,0.9833393049086349,0.9838103851487762,0.9954000000000001,0.9923316249492612,0.006843975452907476,0.006517962808841769
20200602,1.0,0.9941573690940565,1.0,0.9989636363636363,0.0,0.0049145876861943745
20200603,0.9998184788527863,0.996596264422952,1.0,0.9999818181818182,0.0,0.00011100086357831307
20200604,0.9069009237456982,0.9158660097198321,0.9887,0.9524184032204033,0.011545994976614198,0.015383185477107316
20200610,0.9220494417862839,0.9500425512017208,0.9830000000000001,0.9696285619482893,0.012369316876852991,0.011928270960074377
20200615,1.0,0.9965417383065187,1.0,0.999969696969697,0.0,0.00021640692207705746
20200616,0.9998248686514886,0.9954379314530972,1.0,1.0,0.0,0.0
20200617,1.0,0.9954564566652861,1.0,0.9994121212121212,0.0,0.005849320084808619
20200618,0.9996516286361261,0.9954129290088405,1.0,0.9999353535353535,0.0,0.00038846756660111496
