timestamp,gini_betweenness_centrality
20190120,0.9322856681848439
20190121,0.9391417129854
20190123,0.9395412390924212
20190128,0.9428102212559107
20190129,0.9452737133523762
20190130,0.9483743627239892
20190220,0.9659860458640754
20190225,0.9631627436267994
20190226,0.9629660171826881
20190227,0.962351342247816
20190228,0.9606292507216897
20190303,0.9580209123575962
20190304,0.9577863603859926
20190306,0.9598079670275766
20190311,0.9601336139763129
20190312,0.9606057556063033
20190313,0.9602090497195325
20190314,0.9604743750843979
20190317,0.9610248426355146
20190318,0.9614673751089536
20190428,0.9650421328326554
20190429,0.9650954134956243
20190501,0.965085315348382
20190506,0.9651573583917334
20190507,0.9652944966959373
20190508,0.965564851614619
20190509,0.9660816470058915
20190617,0.9639343923247474
20190618,0.9638520286934045
20190619,0.9638891484723273
20190620,0.9641248257049667
20190623,0.9646947838175075
20190624,0.965055503030427
20190626,0.9652293580978287
20190715,0.9653033118604597
20190716,0.9652128339580577
20190717,0.9652813671721663
20190718,0.9653623841190225
20190721,0.964852435233493
20190722,0.9650321722866257
20190724,0.9652415664134524
20190729,0.9653628257621474
20190730,0.9650814185969024
20190731,0.9643992817369137
20190801,0.9643754370524251
20190804,0.967196474176632
20190805,0.9675028685112305
20190807,0.9672656874021387
20190812,0.9680920158139934
20190813,0.9681240876948793
20190814,0.9680746033905518
20190815,0.9676302894665568
20190818,0.9668214736894345
20190819,0.9668167595784921
20190821,0.9671421761546183
20190826,0.9678515411458722
20190827,0.9671931088839621
20190828,0.9671879938821774
20190829,0.9672237170325096
20190901,0.9673556931990072
20190902,0.9673617731577947
20190904,0.9672738097016332
20190909,0.9670640359136097
20190910,0.9669588148021228
20190911,0.9669961231246865
20190912,0.9671593222525062
20190915,0.9666167345662704
20190916,0.9667410115749966
20190918,0.9669162720749037
20190923,0.9661776707038273
20190924,0.9659241059760482
20190925,0.9661700134491997
20190926,0.9663435654887909
20190929,0.9663024824781971
20190930,0.966262517469311
20191002,0.9661932235985148
20191007,0.9658706965043453
20191008,0.9659289108648049
20191009,0.9659316229746886
20191010,0.966189472501237
20191013,0.9640050843482504
20191014,0.9638622743072881
20191016,0.9643365684109713
20191021,0.9645307058410084
20191022,0.9645829683930197
20191023,0.9647279147773685
20191024,0.9646484160142602
20191027,0.9647641797778789
20191028,0.9647467331281768
20191030,0.9643617240316995
20191104,0.9644263863980573
20191105,0.9644308890566674
20191106,0.9644070265859308
20191107,0.9644574448822304
20191110,0.964680364036577
20191111,0.9647973258619456
20191113,0.9652236681329937
20191118,0.9624332427878695
20200127,0.9503183578664317
20200128,0.9503096603235633
20200129,0.9504420927717341
20200130,0.9492549917065576
20200202,0.9631326010941365
20200203,0.9657262287092064
20200205,0.9659036565004644
20200210,0.9657089436487108
20200211,0.9654958058642441
20200212,0.9656915297501303
20200213,0.9656067250082453
20200216,0.965710125399405
20200217,0.9658006034570352
20200219,0.9658434446418331
20200224,0.9662350841699557
20200225,0.9664158135802325
20200226,0.9664231950175626
20200227,0.9664138385952553
20200301,0.966726669343738
20200302,0.9667804278636256
20200304,0.966502834035397
20200309,0.9670743552493481
20200310,0.9670663254776728
20200311,0.9671042812812941
20200312,0.9671588641751446
20200315,0.9677211102639823
20200316,0.9676604152000551
20200318,0.9674766930956811
20200323,0.9653015918346698
20200324,0.9652372345831957
20200325,0.9652063962031496
20200326,0.9683426066946205
20200329,0.968476106312519
20200330,0.9685543759147857
20200401,0.9684046403967601
20200406,0.9685319309458355
20200407,0.9685264909393936
20200408,0.9684096053619649
20200409,0.9682082455255475
20200412,0.9684501865576316
20200413,0.9685554545962878
20200415,0.9686548337447369
20200420,0.9685908627655678
20200421,0.9692950810449975
20200422,0.9694696735000047
20200423,0.969573128169055
20200426,0.9704765105002761
20200427,0.9706285148805408
20200429,0.9705287946838626
20200504,0.9709721681228272
20200505,0.9709712808023682
20200506,0.970869213033695
20200507,0.9710618034665184
20200510,0.9712421331512393
20200511,0.9717858521518996
20200513,0.9714056885231275
20200518,0.9712873078375615
20200519,0.9713111740783598
20200520,0.9713067465102175
20200521,0.9714986205508093
20200524,0.9714562746246497
20200525,0.9711579179311957
20200527,0.9712070534607876
20200601,0.9713220146387268
20200602,0.971365500510742
20200603,0.971371381971915
20200604,0.9659950805386437
20200610,0.9718691695340873
20200615,0.972532956900381
20200616,0.972499103427854
20200617,0.9725320339474989
20200618,0.9725515204126756
20200621,0.9722996205639088
20200622,0.9722638353413278
20200624,0.9719614310333857
20200629,0.9720716402012342
20200630,0.9719450219018697
20200701,0.97181692106225
20200702,0.9717106350655974
20200705,0.9719339607433609
20200706,0.972081906123035
20200708,0.9719366241354351
20200713,0.9717461152953444
20200714,0.9716849824877957
20200715,0.9716149886224085
20200716,0.9716979795133334
20200719,0.971540694819909
20200720,0.9715823124389047
20200722,0.9715651477758418
20200727,0.971473247667434
20200728,0.9714542380838306
20200729,0.971396410877098
20200730,0.9715453986629061
20200802,0.9717913974167955
20200803,0.9720006085487248
20200805,0.9721888703840685
20200810,0.9723570383757094
20200811,0.9719592243452938
20200812,0.9720986181698412
20200813,0.972053055512135
20200816,0.9722375778046312
20200817,0.9719973590529618
20200819,0.9719629452098052
20200824,0.972138494226786
20200825,0.9724721242095377
20200826,0.9723006965677637
20200827,0.9721922641821455
20200830,0.972261098520071
20200831,0.9720224878602174
20200902,0.9718065286102274
20200907,0.9716671260030102
20200908,0.9713520028724638
20200909,0.9714676952116956
20200910,0.9713218664423076
20200913,0.9712066343305042
20200914,0.9711940914284418
20200916,0.9711045343604823
20200921,0.970543132006528
20200922,0.970359707417153
20200923,0.9702057870285988
20200924,0.9699663280091904
20200927,0.9702986748924998
20200928,0.9705744013655397
20200930,0.9705135247190614
20201005,0.9710312835354306
20201006,0.9713183795505895
20201007,0.9714677887715234
20201008,0.9715287328696546
20201011,0.9716384001463167
20201012,0.9717414560030362
20201014,0.9717857937705111
20201019,0.9723142797374831
20201020,0.9723627290239175
20201021,0.9723941144367086
20201022,0.9719781679579365
20201025,0.9717597339487358
20201026,0.9718574925595467
20201102,0.9709518282522055
20201103,0.9704578954570208
20201104,0.9708170834666027
20201105,0.9708894176427142
20201108,0.9709136843302946
20201109,0.971106012315496
20201117,0.9717479766021753
20201118,0.9715565858893139
20201119,0.9715617848204952
20201122,0.971888180539642
20201123,0.9722621407683238
20201201,0.9726655345034302
20201202,0.972541365953138
20201203,0.9725679796982333
20201206,0.9722879700508585
20201207,0.972434195223607
20201215,0.9721587143150507
20201216,0.9723648034367645
20201220,0.972375337817164
20201221,0.9724664803559456
20201229,0.9727574627836078
20201230,0.9734242849782263
20210103,0.9739478040105759
20210104,0.9739654012365719
20210112,0.9736890535794315
20210113,0.9736563491650564
20210117,0.9735571280999784
20210126,0.9732612035660023
20210127,0.9730322242744939
20210131,0.9736482814114811
20210209,0.9745085200797327
20210210,0.9744150710304859
20210214,0.9741960562259236
20210223,0.9750297181573656
20210224,0.9750705730575044
20210228,0.9752399814394471
20210309,0.9733717244666693
20210310,0.9731642990151742
20210314,0.9729031257165441
20210323,0.9728476189841558
20210324,0.9726047892882038
20210328,0.9730962667214387
20210406,0.9719451367091921
20210407,0.9718563312778586
20210411,0.9720207473709862
20210420,0.9715532792100968
20210421,0.9715384663722031
20210425,0.9717251442814105
20210504,0.9702225033937976
20210505,0.9698966188507521
20210509,0.969296515373033
20210518,0.9686345858137331
20210519,0.9686559213364292
20210523,0.9689310691780276
20210601,0.9688408189295171
20210602,0.9688216464946237
20210606,0.9683118882978056
20210615,0.9679935237092573
20210616,0.9679962282106139
20210620,0.9677337427614798
20210629,0.9679233667028643
20210630,0.9681709720412494
20210704,0.9682949999713734
20210713,0.9685594645901755
20210714,0.9685392394549982
20210718,0.9688850846020801
20210727,0.9682554447641398
20210728,0.9690619278217312
20210801,0.9690325751468605
20210810,0.9687184877647296
20210811,0.9686496059761994
20210815,0.9692104832704125
20210824,0.9692689952275559
20210825,0.9692000473779125
20210829,0.969228528152831
20210907,0.9687529496097702
20210908,0.9688210659127258
20210912,0.9695565340452595
20210921,0.9692490724812035
20210926,0.9685272034478984
20211010,0.9657215560055088
20220222,0.9668083816049414
20220227,0.9693017964965471
20220308,0.969027098891611
20220313,0.9687926597419855
20220322,0.9689570364239436
20220327,0.9689617383411098
20220405,0.9668976270428387
20220410,0.9648792470996637
20220419,0.9645202200907184
20220424,0.9645761340695241
20220503,0.9508187770052418
20220508,0.949519307299945
20220517,0.9490349350281214
20220522,0.949663618701982
20220531,0.9500755728026147
20220605,0.9501768237526462
20230604,0.9586693735567292
20230618,0.957934555962644
20230702,0.9559479759384207
20230716,0.9593560232699994
