timestamp,preferential_attachment
20190120,26.956431612758646
20190121,30.932245770075887
20190123,30.56720979292733
20190128,27.58790733178123
20190129,25.4719407771296
20190130,21.238508088686263
20190220,71.1890090059834
20190225,117.5107764573711
20190226,119.05525387922064
20190227,125.98847503578438
20190228,138.56275032587868
20190303,156.05506094753255
20190304,159.76297864815285
20190306,162.0717631904695
20190311,151.86641934134752
20190312,150.80485183570363
20190313,147.14758030975628
20190314,142.97293329915965
20190317,132.96513787811048
20190318,131.4710058036529
20190428,194.06179188289474
20190429,193.817076752499
20190501,193.52957344589737
20190506,191.7212971292129
20190507,190.4893267835226
20190508,189.2871904873077
20190509,187.5927151964602
20190617,156.1565450978086
20190618,156.3141722996799
20190619,156.03413655925104
20190620,156.50098265856028
20190623,155.02874422844866
20190624,154.8850382781882
20190626,154.23910147297082
20190715,137.30043644778308
20190716,137.06266884681645
20190717,138.56963950192173
20190718,138.64310517806817
20190721,142.35716544757838
20190722,143.02286735843845
20190724,143.78938616474312
20190729,144.88124640026743
20190730,142.3044098434491
20190731,139.74651636939686
20190801,140.6872578323256
20190804,131.9439124928637
20190805,131.08714457197638
20190807,128.4693371895044
20190812,126.21931663150552
20190813,125.66930741900158
20190814,125.10439641555995
20190815,115.98202023658281
20190818,117.70475854211308
20190819,117.76564998111405
20190821,116.58695431314875
20190826,117.05105606018627
20190827,118.17280719804567
20190828,118.06629364112348
20190829,117.9539755495538
20190901,117.3055672387525
20190902,116.9850612835352
20190904,118.7940812604577
20190909,120.87389428322768
20190910,120.91799471724616
20190911,120.60115334239016
20190912,118.5434902039963
20190915,119.43220220526237
20190916,119.2995299119697
20190918,119.29161193516578
20190923,118.88955813708624
20190924,119.51415920954017
20190925,119.4104215487213
20190926,119.21082801422955
20190929,118.8701468407501
20190930,119.22796913432786
20191002,120.04193054670054
20191007,118.23317935368293
20191008,116.58346401819313
20191009,115.26032663805867
20191010,114.41084976237786
20191013,116.68076958478417
20191014,116.24803772157712
20191016,116.94793667463878
20191021,114.71491675415949
20191022,115.21693445586273
20191023,115.64447411778362
20191024,115.83582165248869
20191027,116.49271693308013
20191028,116.25705953830574
20191030,115.68317009094795
20191104,116.00157689773215
20191105,114.87273274973352
20191106,114.44449087508221
20191107,114.61743730266984
20191110,113.87305277777803
20191111,113.64185434933013
20191113,112.4382399095144
20191118,99.89508541215598
20200127,117.42941246312505
20200128,117.72153148902875
20200129,117.5949844288412
20200130,118.7269876662716
20200202,105.49343499652095
20200203,106.50850133881737
20200205,107.24121188674266
20200210,105.44710606565725
20200211,105.52574600652324
20200212,105.51779551117389
20200213,106.51665690061347
20200216,107.0626227796353
20200217,108.49573495329729
20200219,109.06959819420699
20200224,106.98870962607674
20200225,106.9322030079343
20200226,106.75879954344849
20200227,105.79407933705338
20200301,104.92000194115535
20200302,103.58316542122536
20200304,103.58703256419612
20200309,102.53391887660523
20200310,101.92974049148705
20200311,100.78226412137973
20200312,100.2836803587194
20200315,98.49275988574428
20200316,98.69129973674214
20200318,98.51690909716393
20200323,93.89307328737604
20200324,94.00060905731537
20200325,93.94221117180687
20200326,96.33287215165913
20200329,97.3888321540133
20200330,97.4910446316696
20200401,97.43455786297758
20200406,94.2584873029753
20200407,94.51941644792599
20200408,94.59150582594916
20200409,95.23840196033095
20200412,96.05818386178782
20200413,96.09859969066417
20200415,95.84042300053929
20200420,95.39516752306034
20200421,93.84582078699803
20200422,94.08939009660112
20200423,93.87007284736886
20200426,90.50133820867612
20200427,89.89312023279415
20200429,89.95545127066049
20200504,88.03632077907928
20200505,88.14876702862435
20200506,87.25899856847661
20200507,87.37051157800448
20200510,86.64415680511446
20200511,85.5990173558362
20200513,85.06631982979854
20200518,84.93163618602372
20200519,84.99237941154982
20200520,85.0018083696711
20200521,84.64981410889347
20200524,81.14144407613969
20200525,81.00619064081752
20200527,80.93244686252866
20200601,79.87249489761129
20200602,79.6785254185067
20200603,79.5378209165607
20200604,77.17827526227471
20200610,74.93142867590907
20200615,80.76169908075654
20200616,81.11107196255782
20200617,81.31203604010463
20200618,81.35649693885026
20200621,83.07054563668959
20200622,83.05360850101377
20200624,83.31565020567454
20200629,83.25202407476156
20200630,83.01578468551216
20200701,83.55488445147722
20200702,83.85901432715312
20200705,84.05531108289561
20200706,83.74072522835205
20200708,83.26710988932014
20200713,84.08671649431855
20200714,84.05714214558012
20200715,83.87203016187982
20200716,83.8282476853822
20200719,83.2219999417351
20200720,83.29955778863072
20200722,83.29906283247776
20200727,82.16190797106641
20200728,82.13399895142645
20200729,82.3648814034394
20200730,82.24292274027312
20200802,81.29011512602992
20200803,81.43988273812833
20200805,80.36283486794866
20200810,80.61791434008626
20200811,81.6872734763297
20200812,81.69119068663296
20200813,81.60831896272164
20200816,81.18501391269218
20200817,81.36804722710839
20200819,81.52341257031716
20200824,81.86911906026083
20200825,81.53027003792798
20200826,81.19488201871476
20200827,81.06322288895186
20200830,80.58606810920386
20200831,81.06700363592408
20200902,80.04456793600816
20200907,79.98333599587218
20200908,80.606746871161
20200909,81.04957381020775
20200910,81.93818503550435
20200913,82.27928975761503
20200914,82.28899166099919
20200916,82.33667520666073
20200921,79.73125181971001
20200922,78.60388338646327
20200923,78.37160980394813
20200924,78.68860852732479
20200927,78.65550413860464
20200928,78.67043232172419
20200930,78.70699404467081
20201005,80.0356925625957
20201006,81.1969016595409
20201007,81.72555691016693
20201008,81.7104832405903
20201011,81.3140308765163
20201012,80.96813853342803
20201014,80.16908717872542
20201019,79.72215837000692
20201020,79.35708576666735
20201021,78.93378400291361
20201022,79.06000486676969
20201025,77.29649687845678
20201026,76.96122802398797
20201102,74.63429185517309
20201103,74.15426030893482
20201104,73.41073965750242
20201105,72.45006708356046
20201108,71.42610902997238
20201109,70.97316077303073
20201117,71.9511947536897
20201118,71.93171071822623
20201119,71.95403486041684
20201122,71.3058735613006
20201123,71.19634263759849
20201201,67.74842705955479
20201202,67.55947338783724
20201203,67.45342857857733
20201206,67.05576007613163
20201207,66.99401426479174
20201215,67.39807520390482
20201216,67.59400811459965
20201220,66.64614972362934
20201221,66.68709422317669
20201229,64.81357648078166
20201230,64.18902937471351
20210103,63.72317372827266
20210104,63.43750492006039
20210112,62.724310317724935
20210113,62.69168251784449
20210117,61.81959924627441
20210126,60.468352490459125
20210127,60.40273667591811
20210131,59.88761378809897
20210209,58.28423317803836
20210210,58.27321413575996
20210214,57.98166117456469
20210223,53.67610923258886
20210224,53.255957732125985
20210228,52.519963343162125
20210309,54.88880889503804
20210310,55.123157259687794
20210314,54.896835295851844
20210323,52.83136488710534
20210324,52.893824164419435
20210328,51.47342833050386
20210406,51.375744049311635
20210407,51.32681146560188
20210411,51.475300260648204
20210420,51.08510372760662
20210421,50.82643895995318
20210425,49.70416988683883
20210504,50.24508466937954
20210505,50.78314318743606
20210509,52.03989921152346
20210518,55.24287446682915
20210519,54.94676535339015
20210523,54.12931790496938
20210601,55.265912211882274
20210602,55.66171932189591
20210606,57.20085580395324
20210615,57.9272372571593
20210616,58.157921024661825
20210620,58.92189471750011
20210629,58.52461226273651
20210630,58.47484628364449
20210704,58.40153717387677
20210713,64.32576242151126
20210714,64.9086899992848
20210718,66.55138619446147
20210727,70.49104630534099
20210728,70.27952905492104
20210801,71.87885385799575
20210810,74.64972685058868
20210811,74.97724045476643
20210815,74.48114358921399
20210824,74.00720349591238
20210825,73.88048776662326
20210829,73.4911538673113
20210907,74.16103931263882
20210908,73.4675238996641
20210912,74.84974425410334
20210921,74.87932941781364
20210926,74.3555573493728
20211010,74.6990952861984
20220222,61.669278465546405
20220227,67.3600840618287
20220308,68.55944168868496
20220313,67.71395751397766
20220322,67.17001072607509
20220327,67.49777920723393
20220405,66.70095716547071
20220410,68.35898396202448
20220419,68.13258850474364
20220424,68.28299062298929
20220503,88.93916786247637
20220508,89.66161887651978
20220517,88.85611732017793
20220522,88.88040870739691
20220531,89.02706629054995
20220605,87.89194886997555
20230604,62.4943321448971
20230618,62.55689230744755
20230702,69.48981625598063
20230716,64.61937705132193
